1,181.014206,7,183.029855,10,2.01565
0,193.032383,3,195.04803,8,2.01565
0,193.032383,2,195.04803,7,2.01565
2,193.032383,13,195.04803,16,2.01565
3,195.029838,2,197.045488,5,2.01565
4,196.019464,10,198.035106,17,2.01565
0,215.056046,0,217.071688,3,2.01565
0,215.056046,10,217.071688,14,2.01565
0,215.056046,9,217.071688,12,2.01565
0,215.056046,10,217.071688,12,2.01565
0,215.056046,0,217.071688,3,2.01565
0,215.056046,10,217.071688,14,2.01565
0,215.056046,9,217.071688,12,2.01565
0,215.056046,10,217.071688,12,2.01565
0,215.056046,1,217.071688,5,2.01565
0,215.056046,14,217.071688,19,2.01565
0,215.056046,14,217.071688,19,2.01565
0,215.056046,13,217.071688,17,2.01565
0,215.056046,12,217.071688,16,2.01565
0,215.056046,1,217.071688,5,2.01565
0,215.056046,14,217.071688,19,2.01565
0,215.056046,14,217.071688,19,2.01565
0,215.056046,13,217.071688,17,2.01565
0,215.056046,12,217.071688,16,2.01565
0,215.056046,0,217.071688,5,2.01565
0,215.056046,4,217.071688,8,2.01565
0,215.056046,0,217.071688,5,2.01565
0,215.056046,13,217.071688,17,2.01565
0,215.056046,12,217.071688,16,2.01565
0,215.056046,12,217.071688,17,2.01565
0,215.056046,12,217.071688,16,2.01565
0,215.056046,11,217.071688,15,2.01565
0,215.056046,10,217.071688,14,2.01565
0,215.056046,10,217.071688,12,2.01565
0,215.056046,0,217.071688,5,2.01565
0,215.056046,4,217.071688,8,2.01565
0,215.056046,0,217.071688,5,2.01565
0,215.056046,13,217.071688,17,2.01565
0,215.056046,12,217.071688,16,2.01565
0,215.056046,12,217.071688,17,2.01565
0,215.056046,12,217.071688,16,2.01565
0,215.056046,11,217.071688,15,2.01565
5,215.056046,10,217.071688,14,2.01565
6,223.006596,8,225.022245,13,2.01565
0,223.024775,0,225.040423,8,2.01565
7,223.024775,0,225.040423,8,2.01565
0,225.040423,1,227.056065,8,2.01565
2,225.040423,5,227.056065,12,2.01565
0,225.040423,3,227.056065,10,2.01565
0,225.040423,1,227.056065,8,2.01565
8,225.040423,5,227.056065,12,2.01565
9,223.061144,1,227.092441,13,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,18,2.01565
0,278.025015,1,280.040657,17,2.01565
0,278.025015,1,280.040657,16,2.01565
0,278.025015,1,280.040657,15,2.01565
0,278.025015,1,280.040657,15,2.01565
0,278.025015,1,280.040657,17,2.01565
0,278.025015,1,280.040657,16,2.01565
0,278.025015,1,280.040657,15,2.01565
0,278.025015,1,280.040657,15,2.01565
0,278.025015,1,280.040657,17,2.01565
0,278.025015,1,280.040657,16,2.01565
0,278.025015,1,280.040657,15,2.01565
0,278.025015,1,280.040657,15,2.01565
0,278.025015,1,280.040657,17,2.01565
0,278.025015,1,280.040657,16,2.01565
0,278.025015,1,280.040657,15,2.01565
0,278.025015,1,280.040657,15,2.01565
0,278.025015,1,280.040657,17,2.01565
0,278.025015,1,280.040657,16,2.01565
0,278.025015,1,280.040657,15,2.01565
0,278.025015,1,280.040657,15,2.01565
0,278.025015,1,280.040657,17,2.01565
0,278.025015,1,280.040657,16,2.01565
10,278.025015,1,280.040657,15,2.01565
1,279.087416,9,281.103065,27,2.01565
2,279.087416,9,281.103065,27,2.01565
1,279.087416,9,281.103065,27,2.01565
2,279.087416,9,281.103065,27,2.01565
1,279.087416,9,281.103065,27,2.01565
2,279.087416,9,281.103065,27,2.01565
1,279.087416,9,281.103065,27,2.01565
2,279.087416,9,281.103065,27,2.01565
1,279.087416,9,281.103065,27,2.01565
2,279.087416,9,281.103065,27,2.01565
11,279.087416,9,281.103065,27,2.01565
1,278.043182,3,282.074474,38,2.01565
1,278.043182,3,282.074474,38,2.01565
1,278.043182,3,282.074474,38,2.01565
1,278.043182,3,282.074474,38,2.01565
12,278.043182,3,282.074474,38,2.01565
3,280.077047,19,282.092695,39,2.01565
3,280.077047,19,282.092695,39,2.01565
3,280.077047,19,282.092695,39,2.01565
3,280.077047,19,282.092695,39,2.01565
3,280.077047,19,282.092695,39,2.01565
3,280.077047,19,282.092695,39,2.01565
3,280.077047,19,282.092695,39,2.01565
3,280.077047,19,282.092695,39,2.01565
3,280.077047,19,282.092695,39,2.01565
3,280.077047,19,282.092695,39,2.01565
13,280.077047,19,282.092695,39,2.01565
0,282.061922,2,284.077571,27,2.01565
0,282.061922,2,284.077571,27,2.01565
0,282.061922,2,284.077571,27,2.01565
0,282.061922,2,284.077571,27,2.01565
14,282.061922,2,284.077571,27,2.01565
0,305.012092,9,307.027739,41,2.01565
0,305.012092,9,307.027739,41,2.01565
0,305.012092,9,307.027739,41,2.01565
0,305.012092,9,307.027739,41,2.01565
0,305.012092,9,307.027739,41,2.01565
0,305.012092,9,307.027739,41,2.01565
0,305.012092,9,307.027739,41,2.01565
15,305.012092,9,307.027739,41,2.01565
0,306.098293,4,308.113941,30,2.01565
0,306.098293,2,308.113941,28,2.01565
0,306.098293,4,308.113941,30,2.01565
0,306.098293,2,308.113941,28,2.01565
0,306.098293,4,308.113941,30,2.01565
0,306.098293,2,308.113941,28,2.01565
0,306.098293,4,308.113941,30,2.01565
0,306.098293,2,308.113941,28,2.01565
0,306.098293,4,308.113941,30,2.01565
0,306.098293,2,308.113941,28,2.01565
0,306.098293,4,308.113941,30,2.01565
0,306.098293,2,308.113941,28,2.01565
0,306.098293,4,308.113941,30,2.01565
0,306.098293,2,308.113941,28,2.01565
0,306.098293,4,308.113941,30,2.01565
0,306.098293,2,308.113941,28,2.01565
16,306.098293,4,308.113941,30,2.01565
1,307.009555,7,309.025203,32,2.01565
1,307.009555,5,309.025203,30,2.01565
1,307.009555,7,309.025203,32,2.01565
1,307.009555,5,309.025203,30,2.01565
1,307.009555,7,309.025203,32,2.01565
1,307.009555,5,309.025203,30,2.01565
1,307.009555,7,309.025203,32,2.01565
1,307.009555,5,309.025203,30,2.01565
1,307.009555,7,309.025203,32,2.01565
1,307.009555,5,309.025203,30,2.01565
1,307.009555,7,309.025203,32,2.01565
1,307.009555,5,309.025203,30,2.01565
1,307.009555,7,309.025203,32,2.01565
1,307.009555,5,309.025203,30,2.01565
1,307.009555,7,309.025203,32,2.01565
1,307.009555,5,309.025203,30,2.01565
17,307.009555,7,309.025203,32,2.01565
2,307.027739,6,309.04338,32,2.01565
2,307.027739,6,309.04338,32,2.01565
2,307.027739,6,309.04338,32,2.01565
2,307.027739,6,309.04338,32,2.01565
2,307.027739,6,309.04338,32,2.01565
2,307.027739,6,309.04338,32,2.01565
2,307.027739,6,309.04338,32,2.01565
18,307.027739,6,309.04338,32,2.01565
3,307.045942,8,309.061589,34,2.01565
3,307.045942,8,309.061589,34,2.01565
3,307.045942,8,309.061589,34,2.01565
3,307.045942,8,309.061589,34,2.01565
3,307.045942,8,309.061589,34,2.01565
3,307.045942,8,309.061589,34,2.01565
3,307.045942,8,309.061589,34,2.01565
19,307.045942,8,309.061589,34,2.01565
0,307.118709,1,309.134357,24,2.01565
0,307.118709,7,309.134357,29,2.01565
0,307.118709,1,309.134357,24,2.01565
0,307.118709,7,309.134357,29,2.01565
0,307.118709,1,309.134357,24,2.01565
0,307.118709,7,309.134357,29,2.01565
0,307.118709,1,309.134357,24,2.01565
0,307.118709,7,309.134357,29,2.01565
0,307.118709,1,309.134357,24,2.01565
0,307.118709,7,309.134357,29,2.01565
0,307.118709,1,309.134357,24,2.01565
0,307.118709,7,309.134357,29,2.01565
0,307.118709,1,309.134357,24,2.01565
0,307.118709,7,309.134357,29,2.01565
0,307.118709,1,309.134357,24,2.01565
0,307.118709,7,309.134357,29,2.01565
20,307.118709,1,309.134357,24,2.01565
1,308.035573,12,310.05122,38,2.01565
1,308.035573,12,310.05122,38,2.01565
1,308.035573,12,310.05122,38,2.01565
1,308.035573,12,310.05122,38,2.01565
1,308.035573,12,310.05122,38,2.01565
1,308.035573,12,310.05122,38,2.01565
1,308.035573,12,310.05122,38,2.01565
21,308.035573,12,310.05122,38,2.01565
1,348.072474,9,350.088121,46,2.01565
1,348.072474,9,350.088121,46,2.01565
22,348.072474,9,350.088121,46,2.01565
2,349.033194,19,351.048842,57,2.01565
2,349.033194,19,351.048842,57,2.01565
23,349.033194,19,351.048842,57,2.01565
3,350.027949,37,352.043593,75,2.01565
3,350.027949,37,352.043593,75,2.01565
24,350.027949,37,352.043593,75,2.01565
0,350.059876,0,352.075517,35,2.01565
0,350.059876,0,352.075517,35,2.01565
0,350.059876,0,352.075517,35,2.01565
0,350.059876,0,352.075517,35,2.01565
0,350.059876,0,352.075517,35,2.01565
0,350.059876,0,352.075517,35,2.01565
0,350.059876,0,352.075517,35,2.01565
